ASV_ID	LK_1	LK_2	LK_3	LK_4	LK_5	LM_1	LM_2	LM_3	LM_4	LM_5	RK_1	RK_2	RK_3	RK_4	RK_5	RM_1	RM_2	RM_3	RM_4	RM_5
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0	0	9	17	6	0	0	5	0	20	0	0	0	0	0	10	4	1	16	0
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Magasanikbacteria;f__Candidatus_Magasanikbacteria;g__Candidatus_Magasanikbacteria	11	4	0	0	0	21	4	19	26	0	20	16	15	17	23	3	30	19	12	25
d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus	782	28	29	568	246	0	108	822	94	3864	9	22	6	15	7	0	0	0	0	0
d__Bacteria;p__Acidobacteriota;c__c5LKS83;o__c5LKS83;f__c5LKS83;g__c5LKS83	2	4	4	10	4	0	8	0	7	4	20	14	10	14	8	15	8	7	11	19
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Anaerovorax	5	3	24	11	7	0	0	0	4	0	0	0	0	0	0	0	2	3	5	0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;__	40	20	12	34	10	56	10	4	45	0	54	13	27	41	53	19	27	32	34	34
d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__TPD-58	19	1	12	0	15	6	5	0	0	0	11	22	8	3	11	33	8	32	25	21
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea	0	13	0	2	7	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;__	35	0	40	21	24	7	0	8	16	0	13	15	0	15	17	22	16	13	11	11
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Nodosilineaceae;g__uncultured	2	15	18	11	10	16	0	12	0	11	0	2	5	0	1	0	2	0	1	1
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus	6	16	14	19	33	0	3328	60	20	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales_Incertae_Sedis;g__Phreatobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	3	9	9	0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	3	0	0	0	0	51	16	35	21	11	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Sporomusaceae;g__Anaerospora	7	0	0	0	1	5	0	4	0	0	3	2	1	1	3	4	4	5	6	2
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__uncultured	0	3	0	0	0	0	0	0	0	0	89	74	81	28	36	49	73	44	46	44
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio	0	15	0	0	6	0	0	8	0	0	15	8	24	17	15	8	57	13	6	10
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;__	12	6	19	0	20	0	10	0	0	0	0	0	0	0	0	15	0	11	6	14
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;__;__	91	120	58	101	67	26	24	23	10	40	34	19	24	2	29	3	8	11	9	4
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__SM1A02	3	4	0	0	0	0	0	7	0	20	18	15	9	24	13	22	11	4	12	22
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera	0	0	13	18	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga	17	0	0	0	9	0	5	35	8	8	116	115	95	83	177	491	376	455	286	252
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__BIrii41;g__BIrii41	31	5	21	13	18	64	12	10	12	15	29	16	52	29	41	21	13	18	22	24
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__Herpetosiphon	0	0	0	0	4	0	2	5	0	0	6	0	5	0	0	7	0	0	0	2
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_10	6	19	25	0	25	8	9	0	19	31	0	5	0	0	0	0	0	0	0	0
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__Sh765B-TzT-20;f__Sh765B-TzT-20;g__Sh765B-TzT-20	9	6	0	8	19	0	12	11	25	6	23	20	48	36	24	19	15	13	20	9
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Fictibacillus	9	14	8	0	13	0	25	8	26	28	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__uncultured	12	44	12	47	14	23	16	41	11	5	33	26	19	10	8	5	2	5	0	0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__uncultured;f__uncultured;g__uncultured	31	25	17	31	38	0	14	9	42	0	57	82	51	74	16	38	41	19	33	61
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Zavarziniales;f__Zavarziniaceae;g__Zavarziniaceae	13	6	6	17	10	21	19	4	0	0	10	3	5	1	9	10	6	7	3	7
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__ADurb.Bin118	10	12	0	16	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineae;f__Anaerolineae;g__Anaerolineae	18	5	20	0	6	21	12	8	20	26	21	20	21	37	24	25	30	15	28	47
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__IMCC26207	8	15	0	18	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Subgroup_23	23	7	0	7	6	4	9	0	14	0	9	11	19	21	12	15	24	22	17	14
d__Bacteria;p__Bacteroidota;c__Kryptonia;o__Kryptoniales;f__MSB-3C8;g__MSB-3C8	10	5	11	2	24	16	16	11	19	4	28	45	32	47	30	36	25	37	42	36
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Geodermatophilus	11	0	10	0	36	0	0	12	7	0	0	10	6	12	4	7	3	0	7	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Ahniella	81	32	55	51	78	20	10	32	17	0	12	11	0	0	5	18	11	13	7	12
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__mle1-7	126	73	92	104	46	70	108	95	79	27	57	80	55	46	31	13	35	2	19	68
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandarakinorhabdus	0	0	0	22	16	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter	12	17	14	12	11	13	16	6	15	5	1	0	0	0	0	0	0	3	0	0
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__GIF9;f__GIF9;g__GIF9	0	0	0	5	5	0	7	4	0	0	7	5	14	3	13	0	7	16	7	10
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomagnum	15	8	11	14	8	0	0	0	0	15	8	3	2	3	7	5	3	4	7	2
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;__	20	36	69	14	37	18	20	14	25	25	0	12	12	16	32	1	7	0	14	2
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;__;__	17	27	18	9	9	12	0	14	6	11	1	2	0	0	0	0	0	0	0	0
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacteraceae	0	3	0	0	0	0	0	0	0	7	7	11	8	3	12	0	0	0	6	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium	25	37	52	31	25	54	13	19	18	32	0	0	0	0	10	3	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__uncultured	14	34	6	49	17	11	0	9	18	0	24	23	33	21	16	65	33	100	50	41
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;__	7	10	16	0	0	9	12	0	0	0	1	3	9	7	4	4	0	8	12	13
d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__uncultured	92	73	74	52	82	38	101	38	30	102	47	36	25	40	39	24	26	28	28	15
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia	0	0	0	0	0	18	0	0	13	28	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Cyanothece_PCC-7424	48	71	77	27	40	98	30	84	34	65	1	2	9	22	10	13	19	5	9	14
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloterricola	4	13	0	5	5	26	0	0	11	8	8	14	9	4	5	22	13	13	23	20
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__uncultured	141	289	229	272	201	97	103	131	70	119	15	11	24	12	9	0	0	5	3	0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Candidatus_Udaeobacter	69	56	133	69	17	106	121	52	52	40	23	23	24	21	58	19	36	29	17	26
d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__Vermiphilaceae	0	13	0	6	12	0	8	4	0	0	0	0	0	0	0	0	7	0	0	0
d__Bacteria;p__Cyanobacteria;c__Sericytochromatia;o__Sericytochromatia;f__Sericytochromatia;g__Sericytochromatia	34	20	12	13	11	31	22	21	16	23	203	238	277	229	269	127	105	387	236	133
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola	0	0	0	19	7	0	0	11	0	0	0	0	0	0	0	4	0	0	0	0
d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Desulforhabdus	28	25	15	53	40	18	40	4	4	23	5	10	8	8	10	3	5	5	2	9
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azospira	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	9	13	16	12	3
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia	0	8	5	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__Syntrophomonas	36	18	22	16	16	12	10	10	13	11	13	16	8	9	6	11	10	13	9	10
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Porphyrobacter	21	31	0	19	34	34	19	14	5	21	5	5	15	8	7	14	4	9	20	9
d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;__;__	0	3	0	0	0	0	3	0	0	0	2	15	11	1	5	2	9	5	0	9
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__uncultured	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	9	10	11	9
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__IMCC26134	8	8	4	0	6	0	0	20	5	11	0	1	0	2	0	0	0	0	0	0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Candidatus_Aquiluna	0	13	19	9	8	0	0	0	16	7	10	0	0	2	0	11	7	5	13	6
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__A0839;g__A0839	0	4	0	3	3	0	0	4	3	0	3	11	0	0	8	0	0	4	7	11
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Synechococcaceae;g__uncultured	57	49	63	74	84	37	54	39	13	66	2	8	0	7	4	3	3	0	6	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia;f__Hungateiclostridiaceae;g__Ruminiclostridium	0	18	0	10	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Berkelbacteria;o__Berkelbacteria;f__Berkelbacteria;g__Berkelbacteria	0	4	0	0	4	0	0	0	3	6	1	3	0	3	1	1	1	6	1	3
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfomicrobiaceae;g__Desulfomicrobium	18	23	11	39	14	0	14	37	28	52	28	17	23	4	16	22	3	11	17	8
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Xiphinematobacteraceae;g__Candidatus_Xiphinematobacter	20	18	7	9	33	15	0	26	12	15	1	5	0	5	9	0	7	5	13	0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Gloeocapsaceae;g__Gleocapsa	16	24	0	0	13	0	0	0	0	13	0	0	0	0	0	0	0	0	0	4
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Azohydromonas	0	0	0	0	0	8	0	15	36	7	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Kuenenbacteria;f__Candidatus_Kuenenbacteria;g__Candidatus_Kuenenbacteria	0	0	0	0	0	0	0	0	0	0	5	0	1	6	3	0	4	4	5	3
d__Bacteria;p__Gemmatimonadota;c__Longimicrobia;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium	2	0	0	0	0	22	7	20	53	49	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;__	96	61	25	52	188	26	0	30	23	13	3	0	1	5	7	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__uncultured	11	20	13	23	21	12	0	10	4	19	7	8	2	6	6	14	13	7	13	17
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;__	31	0	22	0	7	0	0	0	20	10	6	13	13	40	7	20	0	0	12	4
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SM2D12;g__SM2D12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	0	8	6
d__Bacteria;p__Acidobacteriota;__;__;__;__	5	0	8	0	0	19	0	7	4	7	6	2	0	0	0	3	0	0	2	10
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	9	69	49	150	155	171	438	1176	1475	673	3	0	6	18	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tropicimonas	58	47	86	54	88	31	0	18	31	36	2	0	5	7	9	4	7	7	1	0
d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga	36	63	62	61	56	24	21	58	22	16	8	2	3	0	7	0	0	8	0	0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__mle1-8;f__mle1-8;g__mle1-8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	2	0	29
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Ancalomicrobiaceae;g__Ancalomicrobium	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	15	11	61	11	2
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__SM1A07;f__SM1A07;g__SM1A07	0	0	0	2	0	32	0	14	0	0	0	0	0	0	0	0	0	0	1	0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Limnotrichales;f__Limnotrichaceae;g__Limnothrix	27	27	14	25	42	44	5	20	9	19	6	7	1	0	0	10	13	0	4	3
d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__uncultured;f__uncultured;g__uncultured	0	0	0	2	2	0	0	4	0	5	2	6	3	8	3	8	7	4	5	8
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadia;f__Desulfuromonadaceae;g__Desulfuromonas	10	0	0	5	3	0	27	0	7	0	11	18	5	0	5	0	0	0	0	0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium	0	22	12	22	13	47	38	124	136	245	0	0	2	0	0	0	0	0	0	0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Nodosilineaceae;g__Nodosilineaceae	7	31	8	19	43	39	0	10	13	15	5	5	3	2	0	4	4	0	6	0
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Criblamydiaceae;g__Estrella	0	10	7	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__Defluviicoccaceae;g__Defluviicoccus	1	4	28	14	10	0	11	4	5	22	0	0	0	0	4	2	0	0	6	0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Polyangium	26	9	0	0	0	29	16	0	0	7	0	9	5	18	8	0	7	0	10	8
d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__uncultured;g__uncultured	143	176	184	175	150	116	129	84	97	45	116	74	91	70	57	48	51	32	44	52
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Eel-36e1D6;g__Eel-36e1D6	0	0	0	0	0	0	0	0	0	0	3	6	7	0	8	5	0	5	4	3
d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacteraceae	0	0	0	0	0	0	0	0	0	0	3	7	0	0	11	0	0	7	5	0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;__	0	6	17	24	13	0	9	4	0	0	0	0	0	0	0	0	5	0	0	0
d__Bacteria;p__Elusimicrobiota;c__Lineage_IIc;o__Lineage_IIc;f__Lineage_IIc;g__Lineage_IIc	0	0	8	3	0	0	0	6	3	6	5	0	4	0	0	0	0	0	0	0
d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__Latescibacteraceae	16	9	19	34	8	18	22	27	11	6	32	23	20	12	11	14	18	10	17	29
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UTCFX1	53	15	22	60	14	17	0	17	33	17	38	22	23	28	36	8	11	5	14	24
d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;__	0	11	22	7	4	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfoprunum	6	0	0	0	0	38	0	0	0	0	3	3	0	0	4	0	8	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__uncultured	0	0	20	0	0	24	0	0	10	0	0	6	0	0	0	0	0	0	0	0
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__661239;f__661239;g__661239	6	0	8	0	1	0	0	0	0	0	3	2	6	4	4	6	3	0	6	5
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;__;__;__	0	0	0	0	4	0	0	2	0	0	2	3	3	0	0	1	0	4	0	2
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;__;__	12	34	48	0	34	42	23	14	24	22	5	3	10	4	29	11	5	2	0	10
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosospira	7	0	0	0	0	0	0	43	0	9	0	4	0	0	0	5	0	0	0	8
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquicella	4	0	0	6	1	0	4	4	3	0	0	3	4	0	0	0	4	10	0	8
d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Ammoniphilus	0	4	0	5	4	0	20	0	0	0	2	0	1	0	0	1	4	7	5	5
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriales;g__Acidobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	9	19	0	0	0	0	7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter	0	0	3	0	0	0	0	0	0	0	5	4	0	7	0	6	9	3	5	3
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadia;f__Desulfuromonadaceae;__	0	10	0	0	0	25	0	0	0	0	0	0	0	7	0	0	0	0	0	0
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Silvanigrellales;f__Silvanigrellaceae;g__uncultured	13	9	12	12	4	0	0	0	0	8	0	3	0	0	3	4	2	0	1	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidetes_VC2.1_Bac22;f__Bacteroidetes_VC2.1_Bac22;g__Bacteroidetes_VC2.1_Bac22	8	4	0	11	19	0	5	6	0	0	0	0	0	0	0	0	1	3	0	0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__TG-45	27	18	8	13	28	0	8	22	0	12	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__A21b;g__A21b	19	16	57	23	24	39	26	16	9	6	17	12	26	26	27	24	25	25	21	24
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae_(Subgroup_1);g__uncultured	0	8	0	8	0	10	0	12	11	0	13	5	0	9	2	6	3	3	2	4
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__uncultured	0	0	0	0	0	0	0	0	12	0	7	26	7	28	13	27	20	40	14	20
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Elev-16S-1166;f__Elev-16S-1166;g__Elev-16S-1166	0	0	0	0	3	0	0	2	0	7	7	10	5	2	3	6	10	4	5	6
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__JGI_0001001-H03	13	12	20	11	18	0	0	9	0	0	0	5	0	0	3	7	0	6	5	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandaracinobacter	0	0	0	0	0	0	0	0	23	0	0	3	0	0	0	0	0	0	1	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	27	16	7	5	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__B2M28;f__B2M28;g__B2M28	0	0	0	5	0	12	0	0	0	0	4	0	0	0	0	3	0	0	5	2
d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Vampirovibrionales;f__Vampirovibrionales;g__Vampirovibrionales	0	0	0	0	0	0	0	0	0	0	0	5	3	7	4	19	4	4	12	3
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus	0	0	0	0	13	12	19	25	26	110	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__uncultured	3	5	5	9	8	0	0	5	9	0	1	0	0	3	1	0	0	9	4	0
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__PB19;f__PB19;g__PB19	0	0	0	0	0	0	5	3	9	0	10	4	8	5	6	17	7	6	7	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;__	7	19	27	13	12	20	0	0	17	14	0	10	7	9	12	0	9	3	9	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;__;__;__	19	0	0	17	5	0	0	4	2	0	0	2	0	3	1	0	1	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__Ga0077536	20	0	0	4	4	0	0	0	5	0	2	1	8	0	0	5	0	7	3	6
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Terrimonas	30	22	0	21	23	15	16	24	21	30	6	5	5	0	1	17	8	13	8	6
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup_12;f__Subgroup_12;g__Subgroup_12	2	5	23	11	2	43	3	13	4	0	12	14	21	19	29	13	27	22	13	17
d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__uncultured	0	0	0	0	0	0	0	0	0	0	6	15	9	0	11	7	0	0	5	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia	0	0	0	0	0	0	0	0	0	0	2	10	9	6	7	1	16	3	8	7
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__Microcoleus_PCC-7113	6	17	41	13	0	0	0	7	12	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Hypnocyclicus	0	6	0	0	0	0	4	0	0	0	2	2	2	0	9	2	3	16	7	2
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Candidatus_Berkiella	0	6	0	3	2	0	0	11	3	0	6	5	0	4	4	27	1	24	11	12
